tweetid,content,label,target,text
1272988351612588032,<user> <user> modi always a hero who successfully killed muslims ✌ 🏻,2,0,<user> modi always a hero who successfully killed muslims
1112193907033550848,<user> you me being retarded elderly pepo,0,0,<user> you me being retarded elderly pepo
1178840932474589186,yall saying niggas disrespectful have you seen how these dykes out here talking to bitches 😂,1,0,yall saying niggas disrespectful have you seen how these dykes out here talking to bitches
1118721393313579008,so are we gonna get let ’ get married or is baby boy the closest thing to it we ’ ll ever get <user> ghettobaby,0,0,so are we gonna get let get married or is baby boy the closest thing to it we ll ever get <user> ghettobaby
1100098363058470917,vodacom is the ghetto 💔,1,0,vodacom is the ghetto
1162516703923732480,sorry i haven ’ t tweeted in a while i ’ m too busy having gay sex,0,0,sorry i haven t tweeted in a while i m too busy having gay sex
1089831597774274567,but i am a dog so you know we did not last gotta keep <number> bitches in out the bachelor pad,0,0,but i am a dog so you know we did not last gotta keep <number> bitches in out the bachelor pad
1178978116988854273,<user> i am a white bitch so it okay i can say this do not me e,0,0,<user> i am a white bitch so it okay i can say this do not me e
1090122741225795584,fellas would you fuck a bitch with no arms,1,0,fellas would you fuck a bitch with no arms
1186720502527614976,ion need yo pussy bitch im on my own dick,1,0,ion need yo pussy bitch im on my own dick
1116862502934077440,<user> no like they retarded 😭,1,0,<user> no like they retarded
1178955993595596804,lmao gay moment at the end there,0,0,lmao gay moment at the end there
1178145888922939393,some of you niggas be lookin like dykes i follow back like a fool stop setting me up,1,0,some of you niggas be lookin like dykes i follow back like a fool stop setting me up
1144115026749358080,when you watch king like movies do they start off with a nigga cashing a bitch out at the gucci store 😂 😂 😂,1,2,when you watch king like movies do they start off with a nigga cashing a bitch out at the gucci store
1084399919593533440,jongin is exhausted after he dance i see u and and solo stage of love shot in gayo daejun 😂,0,0,jongin is exhausted after he dance i see u and solo stage of love shot in gayo daejun
1241973914625921024,<user> this bitch still around damn,1,0,<user> this bitch still around damn
1163163689027022851,honestly man most of you guys are nigger faggots,2,2,honestly man most of you guys are nigger faggots
1174851825964605440,that ’ what u get for liking white girls,1,0,that what u get for liking white girls
1095439403202166784,<user> i hate you,0,0,<user> i hate you
1184521256961339394,<user> scared for right wing terrorists who are in hundreds while islamists are in millions yet roam free,1,0,<user> scared for right wing terrorists who are in hundreds while islamists are in millions yet roam free
1179067823559184384,<user> the amount of times i tweeted faggot uncensored i am still here shit kinda of wild 💀,0,0,<user> the amount of times i tweeted faggot uncensored i am still here shit kinda of wild
1163937524559044610,who active let gain followers drop an emoji and follow whoever likes your comment 🤩,0,0,who active let gain followers drop an emoji and follow whoever likes your comment
1082709078189715456,<user> why the retarded tweets,1,0,<user> why the retarded tweets
1178915674954981376,listen of all the things i googled for a book are there homosexual sharks was probably the weirdest and most disappointing,0,0,listen of all the things i googled for a book are there homosexual sharks was probably the weirdest and most disappointing
1178878732502568962,<user> <user> seriously they are all just rich white christian males now they have no factions,0,0,<user> seriously they are all just rich white christian males now they have no factions
1178556666502991873,take a shot every time you see an asian named band full of white people,0,0,take a shot every time you see an asian named band full of white people
1178808475960381440,<user> <user> <user> really you are going to go there looking like the millennial grandson of the hillbilly who raped ned beaty in deliverance,0,0,<user> really you are going to go there looking like the millennial grandson of the hillbilly who raped ned beaty in deliverance
1178960154357829633,<user> did she show solidarity with the white farmers who are being brutally raped and murdered en masse,0,0,<user> did she show solidarity with the white farmers who are being brutally raped and murdered en masse
1178754764043165699,queer eye but instead of showing cishet mildly homophobic people how to do stuff they just throw bricks at them,0,0,queer eye but instead of showing cishet mildly homophobic people how to do stuff they just throw bricks at them
1118521140471898112,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east,1,0,say what you will about nazi germany but it was definitely the most lgbt inclusive place in the middle east
1076892958484512770,<user> <user> stop burning bread retard,1,0,<user> stop burning bread retard
1104676577634410496,made a asian slaw spices and ketchup sandwich,0,0,made a asian slaw spices and ketchup sandwich
1178525686060867584,<user> of course the bad guys in this story are going to just happen to be the already oppressed and those they perceive to be standing with them accelerating the corruption of their white supremacist puritanical utopia,0,0,<user> of course the bad guys in this story are going to just happen to be the already oppressed and those they perceive to be standing with them accelerating the corruption of their white supremacist puritanical utopia
1178828341052395520,how buck white ass shoes look untouched in all this madness 911 on fox,0,0,how buck white ass shoes look untouched in all this madness 911 on fox
1179073217547235328,<user> <user> the talk is about refugee indian muslim are indian citizens literally no one is talking about evicting them so please do not show your hatred for hindu and your ignorance here,0,0,<user> the talk is about refugee indian muslim are indian citizens literally no one is talking about evicting them so please do not show your hatred for hindu and your ignorance here
1100187292847820800,“ gay rights ” danielle rose russell,0,0,gay rights danielle rose russell
1178671623324540928,i want to jimmy kimmel to do one of those ate kids halloween candy videos but instead of halloween candy challenge suburban white parents to call <number> black kids that knock on their door niggers,2,2,i want to jimmy kimmel to do one of those ate kids halloween candy videos but instead of halloween candy challenge suburban white parents to call <number> black kids that knock on their door niggers
1179084466066731012,amazing how white south africans still manage to look corporate in their swimming costumes,0,0,amazing how white south africans still manage to look corporate in their swimming costumes
1178749736221908993,you all ever notice how white people and nonblack ppl who have done nothing to help black ppl get to a certain point try to demote black ppl success by using poc as an umbrella instead of just saying black sorry but this one for the niggers,0,0,you all ever notice how white people and nonblack ppl who have done nothing to help black ppl get to a certain point try to demote black ppl success by using poc as an umbrella instead of just saying black sorry but this one for the niggers
1164734938228412416,currently in an area of bk full of jews who would not help me even if i was shot point blank in front of them,1,0,currently in an area of bk full of jews who would not help me even if i was shot point blank in front of them
1088895143925567488,i do not trust none of u hoes,1,0,i do not trust none of u hoes
1179008229872939008,<user> <user> thats for faggots and cripples,2,0,<user> thats for faggots and cripples
1270047024612814855,<user> it ’ black refugees speaking at the protest themselves and addressing their issues,1,2,<user> it black refugees speaking at the protest themselves and addressing their issues
1125850263087190018,<user> they are retarded,1,0,<user> they are retarded
1209597255767986176,<user> he has worms them niggas nasty,2,2,<user> he has worms them niggas nasty
1179103899384303616,<user> this is a fucking attack,0,0,<user> this is a fucking attack
1179026967062044673,if i deal with a nigga idgaf about who he use to fuck with u bitches find stalk me 🤦 🏽 ‍ ♀️,1,0,if i deal with a nigga idgaf about who he use to fuck with u bitches find stalk me
1178982124717821952,<user> charles i also hauled them in to engineer the dykes and rhynes on the somerset levels,1,0,<user> charles i also hauled them in to engineer the dykes and rhynes on the somerset levels
1179091765376086016,to whom it may concern <user> if there is a lesson to be learned from me is that at my willing to do good evil is present fining people for calling someone an illegal alien is good but it will end in enormous evil,0,0,to whom it may concern <user> if there is a lesson to be learned from me is that at my willing to do good evil is present fining people for calling someone an illegal alien is good but it will end in enormous evil
1159393194288832512,fake lesbians are the worst thing to happen to this app,1,0,fake lesbians are the worst thing to happen to this app
1170429494462533632,bitches w big tits and no ass built like an improper fraction,1,0,bitches w big tits and no ass built like an improper fraction
1179026025805733889,<user> <user> and if you like kill yourself you will meet yourself there,0,0,<user> and if you like kill yourself you will meet yourself there
1222183434665283585,<user> damn looks like i ’ m retarded,1,0,<user> damn looks like i m retarded
1166377767438626816,grown ass men acting like bitches 😹,1,0,grown ass men acting like bitches
1178435953288982529,<user> do you not get irony most of the pol meetups are made up of asians latinos jews and one gay white guy,0,0,<user> do you not get irony most of the pol meetups are made up of asians latinos jews and one gay white guy
1178837672699269126,dababy security explaining why he knocked out that dyke should not be as funny as it is,2,0,dababy security explaining why he knocked out that dyke should not be as funny as it is
1178998684802936838,<user> <number> muslim country they must take care,0,0,<user> <number> muslim country they must take care
1092728972679426048,ines is one evil bitch mafsau,0,0,ines is one evil bitch mafsau
1160496057190625280,donald trump is turning the cows gay and the moon landing was faked,0,0,donald trump is turning the cows gay and the moon landing was faked
1178864197884616704,<user> <user> <user> <user> kick that raghead out of america,2,0,<user> kick that raghead out of america
1178615990491504641,<user> <user> if i am a faggot why would i be white knighting for a girl you need to fire your continuity department,1,0,<user> if i am a faggot why would i be white knighting for a girl you need to fire your continuity department
1179012999698366464,<user> or when a dutch university student board organised a white trash party their words and advertised for it with huge confederate flags,0,0,<user> or when a dutch university student board organised a white trash party their words and advertised for it with huge confederate flags
1178573414929518592,<user> you spray with insecticide and the niggers still walk by like bitch please or worse fly 🤣,2,2,<user> you spray with insecticide and the niggers still walk by like bitch please or worse fly
1178480625939992576,this white boy is a fucking crack head,1,0,this white boy is a fucking crack head
1181139251259305984,stop nagaysone kotetsu from terrorizing the sintadel,0,0,stop nagaysone kotetsu from terrorizing the sintadel
1160522024101535744,<user> <user> clearly name pp and that begherat bilawal corrupt benazir and psycho zardari,1,0,<user> clearly name pp and that begherat bilawal corrupt benazir and psycho zardari
1178979453948645376,<user> and they all look the same 😫,0,0,<user> and they all look the same
1085608780895870977,asians dont deserve happiness,2,1,asians dont deserve happiness
1178895480878751750,homegirls attention you must pay so listen close to what i say do not take this as no simple rhyme because this typa shit happens all the time what would you do if a broke nigga came by would you fuck em or would you deny,0,0,homegirls attention you must pay so listen close to what i say do not take this as no simple rhyme because this typa shit happens all the time what would you do if a broke nigga came by would you fuck em or would you deny
1179089382277570562,a bitch needs a hair cut tattoo and vacation,0,0,a bitch needs a hair cut tattoo and vacation
1179054309302001669,gonna start kicking out the faggots,2,0,gonna start kicking out the faggots
1122314661934915584,i got game for you young hoes do not grow to be a dumb hoe that a no no,1,0,i got game for you young hoes do not grow to be a dumb hoe that a no
1228733218331004934,<user> <number> of russia still opposes gay rights homophobes defeated nazis 😉,0,0,<user> <number> of russia still opposes gay rights homophobes defeated nazis
1179099255979462656,i am slut for attention,1,0,i am slut for attention
1093057053755654144,i like my bitches brown skin amp dark skin can ’ t get with a light skin female 😂 😂,1,0,i like my bitches brown skin amp dark skin can t get with a light skin female
1169308617016827904,<user> a born again muslim is that like new socialism,1,0,<user> a born again muslim is that like new socialism
1175972120389505024,make “ patriot ” as disgusting as “ nazi ” to liberals,1,0,make patriot as disgusting as nazi to liberals
1179089199208845312,<user> <user> there raped and molested boys put on child support i kid you not,0,0,<user> there raped and molested boys put on child support i kid you not
1196256638547701761,<user> <user> yeah but you have not called immigrants subhuman degenerates who have no rights,1,0,<user> yeah but you have not called immigrants subhuman degenerates who have no rights
1189486679595204608,every women i have been with was inserted in my life to teach me something it seems,0,0,every women i have been with was inserted in my life to teach me something it seems
1179005301292318722,vontaze burfict would be playing had he raped or smacked a bitch,1,0,vontaze burfict would be playing had he raped or smacked a bitch
1179014958367031298,laughed at i have been disrespected by all of my peers and have had to stop being myself and talking about them a couple of times because apparently they were not good ugly ching chong chang excuse me wtf i m done with everyone stupid comments about what i love,1,1,laughed at i have been disrespected by all of my peers and have had to stop being myself and talking about them a couple of times because apparently they were not good ugly ching chong chang excuse me wtf i m done with everyone stupid comments about what i love
1209280590018678784,<user> not sure what he ’ training there besides his retardiation ratio someone should tell him ^^,1,0,<user> not sure what he training there besides his retardiation ratio someone should tell him ^^
1184377522357714944,<user> <user> etnic supremacism the nazis did not think they we are wrong blood and nation,0,0,<user> etnic supremacism the nazis did not think they we are wrong blood and nation
1204429367033634816,critcizes islam muslim twitter fucking bigot 😒 😒 may allah guide you 😭 😭 😭 straight to hell 😼 ☝ 🏽 💯,1,0,critcizes islam muslim twitter fucking bigot may allah guide you straight to hell
1109996926412288000,my dad a weird ass bitch,0,0,my dad a weird ass bitch
1199305812486680578,everytime muslims are victims and when you see all they will be going against muslims why islamophobiaisholocaustic,1,0,everytime muslims are victims and when you see all they will be going against muslims why islamophobiaisholocaustic
1078385110460887040,sucking your grandpas fat dick and choking on his white pubes and swallowing his fat load of cum,1,0,sucking your grandpas fat dick and choking on his white pubes and swallowing his fat load of cum
1181626302224371714,<user> parties with leo room full of bad bitch and fine niggas,0,0,<user> parties with leo room full of bad bitch and fine niggas
1178568588732420099,lol i lost i cant come up with a better insult than faggot,2,0,lol i lost i cant come up with a better insult than faggot
1179093444771356674,lil baby think i am being distant feel like he always gonna drag it outta me to say how i feel about him nigga im busy being a refugee 😅,0,0,lil baby think i am being distant feel like he always gonna drag it outta me to say how i feel about him nigga im busy being a refugee
1178570844227936256,<user> zayn is a fucking god,0,0,<user> zayn is a fucking god
1178435022812057601,<user> speaking of i am planning on drawing a poc angel and white devil artwork soon 😌,0,0,<user> speaking of i am planning on drawing a poc angel and white devil artwork soon
1268038905137369088,oh cause i thought a nigga who sound amp look gay said sum,2,2,oh cause i thought a nigga who sound amp look gay said sum
1179031715194511360,<user> if its not hillbilly cousin fucking town then yes for that price 🤣,1,0,<user> if its not hillbilly cousin fucking town then yes for that price
1179084736037302272,<user> 😂 😂 😂 😂 i took one from this white dude and i had one of my own ion use em no more since niggas been dying and shit,0,0,<user> i took one from this white dude and i had one of my own ion use em no more since niggas been dying and shit
1178915039924895744,<user> <user> this is why no one likes ugly faggots out of my sight you roach,2,0,<user> this is why no one likes ugly faggots out of my sight you roach
1187767526647828480,been solid but all these bitches do is fold ew,1,0,been solid but all these bitches do is fold ew
1179050693673533440,bitch i work a lot off the clock cause im diligent,0,0,bitch i work a lot off the clock cause im diligent
1093161019520749571,black man locked up and y ’ all can tell but bring up them fuckin immigrants we do not care,2,2,black man locked up and y all can tell but bring up them fuckin immigrants we do not care
1142676661487333377,might fuck around and drunk text this nigga 🥴,0,0,might fuck around and drunk text this nigga
1146423210973573120,<user> <user> but answer the question first ya islam mein sawaal puchna bhi haraam hai,0,0,<user> but answer the question first ya islam mein sawaal puchna bhi haraam hai
1212900245006405634,<user> <user> at all shit is trash niggas retarded,1,2,<user> at all shit is trash niggas retarded
1178495840912056320,of course his white ass dropped it,0,0,of course his white ass dropped it
1178313463195721728,white choco coco pops was the second biggest disappointment of <number> next to me,0,0,white choco coco pops was the second biggest disappointment of <number> next to me
1114502464571695104,<user> <user> nordic countries have disturbingly high levels of muslim immigration,1,0,<user> nordic countries have disturbingly high levels of muslim immigration
1171909840496746496,<user> try me u bitch,0,0,<user> try me u bitch
1178999584342908928,<user> good morning boo i am only sexist cause you are sexy if i am wrong i am gay fuck it bot boy digital not touch,0,0,<user> good morning boo i am only sexist cause you are sexy if i am wrong i am gay fuck it bot boy digital not touch
1085024874408624128,man i wish a corny ass rappers like ra the puppet man and chance the faggot would call me to battle <phone>,1,0,man i wish a corny ass rappers like ra the puppet man and chance the faggot would call me to battle <phone>
1185973949957586945,nigga who ever said white caste is good is smoking wild dick them thangs taste like hot shit,0,0,nigga who ever said white caste is good is smoking wild dick them thangs taste like hot shit
1236325009230114817,<user> <user> a closeted gay man named donald trump,1,0,<user> a closeted gay man named donald trump
1179091423087316992,the white devil knows no meaning of the word chil 🤣 🤣 🤣 🤣,2,0,the white devil knows no meaning of the word chil
1087123256023371776,<user> do you hate yourself,0,0,<user> do you hate yourself
1179020162995019776,<user> dude do not kill yourself trying to hard rest is the best medicine,0,0,<user> dude do not kill yourself trying to hard rest is the best medicine
1166882137980702721,you wanna know what i miss about college bonus dollars paying for food is ghetto as hell,0,0,you wanna know what i miss about college bonus dollars paying for food is ghetto as hell
1084321272870420482,a beautiful girl leaving an empty stage is a fucking shame amp if you just sit back to watch that shit you are scum,1,0,a beautiful girl leaving an empty stage is a fucking shame amp if you just sit back to watch that shit you are scum
1115960471742554112,i ain t no white supremacists nor neo nazi but if i was i would have a vast collection of ties dedicated to my cause,1,0,i ain t no white supremacists nor neo nazi but if i was i would have a vast collection of ties dedicated to my cause
1170189236332638208,bitches be acting like niggas niggas be acting like bitches bitches be loving these niggas,1,0,bitches be acting like niggas be acting like bitches be loving these niggas
1178817544720924672,taking your kids to school in a dressing gown is a bit like prince harry being raped by arnold schwarzenegger,0,0,taking your kids to school in a dressing gown is a bit like prince harry being raped by arnold schwarzenegger
1188029528024608768,i ’ m watching say yes to the dress and i must say people are really bitchy oml,1,0,i m watching say yes to the dress and i must say people are really bitchy oml
1178904771538890752,<user> <user> welcome to modern britain the country where freedom of speech being white heterosexual male female non muslim is now classed as being racist fascist homophobic islamophobic made up word the country is falling,0,0,<user> welcome to modern britain the country where freedom of speech being white heterosexual male female non muslim is now classed as being racist fascist homophobic islamophobic made up word the country is falling
1179101985670389760,friendly reminder that sleeping in the same room as someone is not an invitation to be raped,0,0,friendly reminder that sleeping in the same room as someone is not an invitation to be raped
1122914275452948480,<user> i really fucking hate you right now,1,0,<user> i really fucking hate you right now
1178771153156018176,black billionaire you know booty suckin this niggers,1,2,black billionaire you know booty suckin this niggers
1178863684636069894,if you want a picture of the future imagine a voice squatting on a refugee dream — ocassionally,0,0,if you want a picture of the future imagine a voice squatting on a refugee dream ocassionally
1178642174000484352,<user> started from islam raped modi and ended his powerful speech with laillaha ilallah there no god but allah and we will fight till end did not vote him but indeed it one of the best speeches i have ever heard,0,0,<user> started from islam raped modi and ended his powerful speech with laillaha ilallah there no god but allah and we will fight till end did not vote him but indeed it one of the best speeches i have ever heard
1178768313561862144,<user> she tweeted all the left does is call us redneck hillbillies and i responded you are a redneck hillbilly and i wasn t allowed back until i deleted the tweet huh,1,0,<user> she tweeted all the left does is call us redneck hillbillies and i responded you are a redneck hillbilly and i wasn t allowed back until i deleted the tweet huh
1179104804854992896,go fucking kill yourself $trx is so much better than $bnb,0,0,go fucking kill yourself $trx is so much better than $bnb
1178934909823418371,dialu alukan <number> <number> <number> <number> <number> bank islam thank you <happy>,0,0,dialu alukan <number> <number> <number> <number> <number> bank islam thank you <happy>
1084834432710656003,really sick of dudes actin like bitches,1,0,really sick of dudes actin like bitches
1104694076274761728,my laptop freeze after freeze the ghetto 😷,1,2,my laptop freeze after freeze the ghetto
1109959500633702401,duke bout to fall to a nigga named tacko ucf has duke in a submission ufc lol,0,0,duke bout to fall to a nigga named tacko ucf has duke in a submission ufc lol
1170894378531008512,<user> lmfao i hate you,1,0,<user> lmfao i hate you
1181356826584993792,<user> the jews faked the moon landing,1,0,<user> the jews faked the moon landing
1179562385893232640,mud people are the source of this climate change bull shit fuck the muddy gad damn negro fucking chocolate lookin ass nigars,2,2,mud people are the source of this climate change bull shit fuck the muddy gad damn negro fucking chocolate lookin ass nigars
1082830050314076162,niggas be acting like bitches over some bitches,1,0,niggas be acting like bitches over some bitches
1179101500204818433,<user> bro that all white skin on him firee,0,0,<user> bro that all white skin on him firee
1083929922668818432,pray for ma boi theres nothing wrong with him he jus retarded,1,0,pray for ma boi theres nothing wrong with him he jus retarded
1179025513970577408,first mental breakdown of the year i fucking hate school,0,0,first mental breakdown of the year i fucking hate school
1245913104283656193,<user> chalo jo bhi hua sahi hua for them only islam is important nothing else,0,0,<user> chalo jo bhi hua sahi hua for them only islam is important nothing else
1178918143718297601,<user> we have never seen any fabricates of whites being harassed as breaking news in our countries in my neighborhood one white lady pressed some serious charges against a black boy for harassment after much investigation it was found that she was just lying it wasn t a breakingnews,0,0,<user> we have never seen any fabricates of whites being harassed as breaking news in our countries in my neighborhood one white lady pressed some serious charges against a black boy for harassment after much investigation it was found that she was just lying it wasn t a breakingnews
1178853653618331648,i swear them white claws put me in a good ass mood make me love everybody 😂 😂,0,0,i swear them white claws put me in a good ass mood make me love everybody
1178934359216275456,<user> <user> great you use support by neo nazi ultra right wing to be supported as a white supremacist racist kind of pres,0,0,<user> great you use support by neo nazi ultra right wing to be supported as a white supremacist racist kind of pres
1082488743037145089,sick of bitches bitching about other bitches being bitches,1,0,sick of bitches bitching about other bitches being bitches
1179044517049188352,i do not wanna be on twitter when the verdict for the white bitch who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here,0,0,i do not wanna be on twitter when the verdict for the white bitch who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here
1178224906141671424,<user> <user> jeez you wear one pointy white hood and people assume hey we have all done it when we were young eg in our twenties i once accidentally strayed into an anti semitic fringe meeting at the labour party conference not that i do not like the jews anyway twaw,0,0,<user> jeez you wear one pointy white hood and people assume hey we have all done it when we were young eg in our twenties i once accidentally strayed into an anti semitic fringe meeting at the labour party conference not that i do not like the jews anyway twaw
1178833740413440000,i fucking hate white people,2,0,i fucking hate white people
1178708115035955201,smh fuckin wit them white girls gon get u in jail bruh,0,0,smh fuckin wit them white girls gon get u in jail bruh
1142801051952799744,<user> you want me to give up the list i created to give to you that ’ even more ghetto,1,2,<user> you want me to give up the list i created to give to you that even more ghetto
1178992034150924289,does taron keep the troubadour sign unplugged or does he have that bitch lit up to full neon fluorescence <number> <number> that my only question,0,0,does taron keep the troubadour sign unplugged or does he have that bitch lit up to full neon fluorescence <number> <number> that my only question
1188319220205002752,<user> you and lil bo flip fat hoes,1,0,<user> you and lil bo flip fat hoes
1178467859426447361,pl is a faggot,1,0,pl is a faggot
1179061893237022726,<user> <user> <user> no it would be different in other parts of the world i clearly stated that i am talking about white privilege in the us make your argument make sense,0,0,<user> no it would be different in other parts of the world i clearly stated that i am talking about white privilege in the us make your argument make sense
1218921638139326467,i need my back cracked like a mf glow stick by them tiny little asians in la,1,1,i need my back cracked like a mf glow stick by them tiny little asians in la
1225612446406266880,<user> that the retarded democrats for you,1,0,<user> that the retarded democrats for you
1179062852411363330,i had to be petty lmao ugly girl was going hard in the paint for her white trash sister in christ,1,0,i had to be petty lmao ugly girl was going hard in the paint for her white trash sister in christ
1225858073270476800,space is gay and so are you,1,0,space is gay and so are you
1237057972246724614,<user> <user> why do jews constantly have this dead resentful stonefaced look about their faces,1,0,<user> why do jews constantly have this dead resentful stonefaced look about their faces
1205364875859546112,gay furry sex games egg whites for facial wrinkles bully breeding my mom porn gif,1,0,gay furry sex games egg whites for facial wrinkles bully breeding my mom porn gif
1178302810007293952,found a dairy today from when i was like <number> and id written a story in it the story was ben met candy she was one good looking girl and i think that maybe when i started being a secret unknowing faggot,2,0,found a dairy today from when i was like <number> and id written a story in it the story was ben met candy she was one good looking girl and i think that maybe when i started being a secret unknowing faggot
1178854608040529920,i just saw a grown white canadian man violently cut the dreadlocks off of a trudeau supporter syrian refugee dreadful elxn43 cdn poli scheer hypocrisy,0,0,i just saw a grown white canadian man violently cut the dreadlocks off of a trudeau supporter syrian refugee dreadful elxn43 cdn poli scheer hypocrisy
1179089290866937856,it domestic violence awareness month so here your reminder that anyone of any gender in any partnered relationship can be a victim or a perpetrator let us not erase lgbtqia victims yes including ace aro and nb people or male victims of abusive women,0,0,it domestic violence awareness month so here your reminder that anyone of any gender in any partnered relationship can be a victim or a perpetrator let us not erase lgbtqia victims yes including ace aro and nb people or male victims of abusive women
1232084437866864640,some people are straight up retarded 🥴,1,0,some people are straight up retarded
1178075758935150592,i remember i called this guy a towel head for saying sandn*gger <censored> and he got my acct suspended 😔,2,0,i remember i called this guy a towel head for saying sandn*gger <censored> and he got my acct suspended
1098366767368413184,damn i ’ m really retarded 😭,1,0,damn i m really retarded
1117547155978366976,<user> <user> i hate you so fckin much 😩 🤮,2,0,<user> i hate you so fckin much
1082834219456516096,<user> rob my man i ’ m sorry but your a retarded pedo,1,0,<user> rob my man i m sorry but your a retarded pedo
1179090580413931520,<user> the nigga on the right is a fucking god,0,0,<user> the nigga on the right is a fucking god
1179042041549983745,niggas turning lil nas faggot,1,2,niggas turning lil nas faggot
1163177001747771392,thatch is gonna kidnap his wife and carry <user> to their room,0,0,thatch is gonna kidnap his wife and carry <user> to their room
1161731812395274241,<user> this is great though the story photo of my sophomore year dorm room felt a little too on the nose,0,0,<user> this is great though the story photo of my sophomore year dorm room felt a little too on the nose
1082144562641100800,thots am retarded,1,0,thots am retarded
1178218090489888768,if our earth is our mother she a dirty bitch of a mother slavoj zizek,0,0,if our earth is our mother she a dirty bitch of a mother slavoj zizek
